symbol,company_name,sector,symbol_link,S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
tmdblp,Tinau Mission Development Bank Limited	Promoter,Promoter Share,https://www.sharesansar.com/company/tmdblp,1,2020-09-08,100.00,100.00,100.00,100.00,0.00,"63,434.00","6,343,400.00"
