symbol,company_name,sector,symbol_link,S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,1,2024-03-13,188.00,188.00,188.00,188.00,0.00,"20,000.00","3,760,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,2,2023-11-01,143.00,143.00,143.00,143.00,0.00,"8,000.00","1,144,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,3,2023-10-09,143.00,143.00,143.00,143.00,-4.67,"4,000.00","572,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,4,2023-02-16,150.00,150.00,150.00,150.00,0.00,"10,000.00","1,500,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,5,2023-02-01,150.00,150.00,150.00,150.00,-1.32,"10,000.00","1,500,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,6,2023-01-05,152.00,152.00,152.00,152.00,0.00,"10,695.00","1,625,640.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,7,2022-11-27,152.00,152.00,152.00,152.00,-1.94,"10,000.00","1,520,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,8,2022-11-01,155.00,155.00,155.00,155.00,0.00,"9,000.00","1,395,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,9,2022-10-10,155.00,155.00,155.00,155.00,-1.90,"40,000.00","6,200,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,10,2022-09-29,158.00,158.00,158.00,158.00,-1.86,"3,097.00","489,326.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,11,2022-09-15,161.00,161.00,161.00,161.00,0.00,"5,000.00","805,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,12,2022-09-06,161.00,161.00,161.00,161.00,0.00,"5,000.00","805,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,13,2022-09-01,161.00,161.00,161.00,161.00,0.00,"8,096.00","1,303,456.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,14,2021-10-10,225.00,225.00,225.00,225.00,0.00,"34,926.00","7,858,350.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,15,2021-04-25,111.00,111.00,111.00,111.00,0.00,883.00,"78,587.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,16,2021-04-20,111.00,111.00,111.00,111.00,0.00,"26,828.00","2,977,908.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,17,2021-04-12,111.00,111.00,111.00,111.00,0.00,"251,479.00","27,914,169.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,18,2021-02-21,111.00,111.00,111.00,111.00,0.00,"90,950.00","10,095,450.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,19,2020-03-11,89.00,89.00,89.00,89.00,0.00,"1,077.00","95,853.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,20,2020-03-01,89.00,89.00,89.00,89.00,0.00,"6,616.00","588,824.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,21,2020-01-01,111.00,111.00,111.00,111.00,0.00,"9,535.00","1,058,385.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,22,2019-09-11,111.00,111.00,111.00,111.00,0.00,"31,328.00","3,477,408.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,23,2019-08-26,111.00,111.00,111.00,111.00,0.00,"7,693.00","853,923.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,24,2019-08-15,111.00,111.00,111.00,111.00,0.00,"32,314.00","3,586,854.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,25,2019-07-17,111.00,111.00,111.00,111.00,0.00,100.00,"11,100.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,26,2018-12-30,111.00,111.00,111.00,111.00,0.00,"4,979.00","552,669.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,27,2018-07-04,111.00,111.00,111.00,111.00,0.91,"12,713.00","1,411,143.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,28,2017-12-19,107.00,107.00,107.00,107.00,0.00,"11,554.00","1,236,278.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,29,2017-06-25,190.00,190.00,190.00,190.00,0.00,"20,974.00","3,985,060.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,30,2017-06-20,190.00,190.00,190.00,190.00,0.00,"21,580.00","4,100,200.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,31,2017-02-22,250.00,250.00,250.00,250.00,0.00,"10,000.00","2,500,000.00"
sindup,Sindhu Bikas Bank Limited Promoter share,Promoter Share,https://www.sharesansar.com/company/sindup,32,2016-11-24,250.00,250.00,250.00,250.00,0.00,"1,500.00","375,000.00"
